trip_distance,trip_duration,hora_del_día,es_fin_de_semana,total_amount
0.3,4.0,15,0,6.35
1.15,5.6,20,0,8.76
0.9,7.683333333333334,11,0,9.35
2.28,13.266666666666667,22,0,12.8
2.42,19.066666666666666,14,0,13.8
2.3,18.533333333333335,1,1,14.8
1.59,12.9,19,1,12.96
1.53,3.1166666666666667,1,0,8.76
1.1,10.3,22,0,11.15
1.69,13.55,11,0,13.0
2.34,22.766666666666666,9,0,17.8
4.3,20.95,17,1,21.3
3.12,12.433333333333334,3,1,13.8
1.1,7.55,22,0,9.95
1.5,13.35,13,0,12.95
0.68,6.783333333333333,22,1,7.3
1.6,12.1,12,0,12.85
1.56,10.666666666666666,2,0,11.3
0.79,5.183333333333334,11,0,6.3
1.6,7.883333333333334,21,0,10.3
1.0,18.933333333333334,14,0,15.36
1.2,7.366666666666666,6,0,8.8
1.8,9.366666666666667,2,1,11.8
2.14,8.2,2,0,10.81
0.7,8.3,8,0,7.3
2.47,19.583333333333332,12,0,17.76
3.09,23.333333333333332,13,0,21.0
1.65,6.766666666666667,0,0,9.96
0.5,3.3833333333333333,1,1,5.8
1.35,18.733333333333334,14,0,15.36
1.0,9.816666666666666,13,0,9.3
0.0,1.25,13,0,4.9
2.17,10.133333333333333,2,1,12.36
2.74,8.8,3,1,11.3
0.64,2.6,14,0,6.62
4.76,14.816666666666666,5,1,21.36
1.7,8.716666666666667,1,1,11.15
1.8,4.433333333333334,22,1,9.95
1.04,4.716666666666667,10,0,7.56
1.57,11.45,8,1,11.76
1.35,11.3,13,0,11.16
0.85,9.35,10,0,14.8
0.9,5.05,6,1,7.55
2.9,11.4,6,1,14.75
0.22,1.6666666666666667,14,0,3.8
0.9,6.433333333333334,12,1,7.3
1.89,11.6,21,0,10.8
0.4,3.0166666666666666,7,0,5.75
1.3,9.333333333333334,18,1,8.3
0.32,2.1666666666666665,1,1,5.76
1.8,11.45,10,0,10.3
0.56,3.783333333333333,22,0,5.8
1.48,5.533333333333333,6,1,7.8
0.5,2.9833333333333334,10,1,6.62
0.4,4.666666666666667,14,0,5.8
1.59,7.516666666666667,6,0,8.8
1.62,10.05,17,1,10.3
3.8,23.116666666666667,1,1,18.3
2.12,10.75,3,1,10.8
1.79,11.133333333333333,0,0,12.96
1.3,14.516666666666667,17,0,14.15
1.3,6.5,10,1,7.3
3.4,13.666666666666666,6,0,16.3
0.8,4.683333333333334,11,0,5.8
0.4,2.8333333333333335,21,0,6.6
1.1,5.516666666666667,15,0,7.8
0.8,11.516666666666667,14,0,8.8
0.49,8.633333333333333,20,1,7.8
2.41,14.566666666666666,21,0,12.8
1.2,9.483333333333333,21,1,10.55
1.54,17.583333333333332,15,0,12.8
0.8,1.9,3,1,5.8
1.0,10.183333333333334,9,0,11.4
5.4,23.783333333333335,1,1,22.8
3.7,18.983333333333334,16,1,18.95
1.04,7.0,16,0,9.96
3.86,18.766666666666666,9,0,15.8
4.8,13.716666666666667,23,0,21.35
1.0,5.966666666666667,22,0,9.1
1.63,14.216666666666667,0,1,14.16
2.8,16.6,23,0,17.16
2.2,6.85,7,1,11.15
1.6,15.95,9,0,12.3
0.6,4.016666666666667,18,1,5.8
1.37,11.883333333333333,14,1,11.76
2.6,10.15,0,0,14.15
3.8,15.833333333333334,23,0,17.3
3.0,15.233333333333333,21,0,13.8
4.43,20.066666666666666,13,1,22.88
1.21,18.016666666666666,13,0,14.76
0.7,5.1,18,0,8.3
0.71,4.083333333333333,8,0,6.8
2.71,25.35,10,0,17.8
0.91,9.516666666666667,19,0,11.16
2.07,6.95,18,1,10.56
1.35,5.416666666666667,18,0,7.8
2.12,15.3,17,0,13.3
4.13,15.633333333333333,21,1,19.56
5.95,20.416666666666668,8,1,21.8
2.43,15.35,19,0,14.3
1.0,8.633333333333333,12,1,9.35
1.7,8.183333333333334,23,0,11.15
1.7,5.4,8,1,9.35
2.75,11.8,11,0,14.0
4.1,16.9,11,0,21.15
0.82,4.316666666666666,12,1,7.06
0.84,6.283333333333333,12,0,8.8
1.2,4.883333333333334,10,0,8.15
1.8,8.55,7,0,9.3
1.9,7.5,5,0,11.15
1.2,7.25,10,1,7.8
1.01,5.766666666666667,18,0,7.8
2.8,7.5,11,1,12.35
2.01,9.083333333333334,20,1,11.3
2.5,7.833333333333333,6,0,11.75
0.82,5.233333333333333,8,0,7.3
0.56,2.75,13,0,4.8
0.7,3.25,16,0,6.3
0.8,12.2,11,0,9.8
1.88,14.766666666666667,20,0,13.8
1.14,7.683333333333334,13,0,7.8
2.03,12.383333333333333,19,0,14.14
0.06,0.16666666666666666,10,0,3.3
2.81,11.633333333333333,19,0,12.3
1.5,23.7,12,0,19.1
0.9,8.883333333333333,17,0,8.8
4.04,14.366666666666667,1,1,18.96
3.18,12.983333333333333,19,1,12.8
0.91,4.533333333333333,7,0,6.3
2.4,20.783333333333335,8,0,17.8
2.6,11.5,21,0,14.16
5.6,21.4,13,0,24.3
5.0,13.916666666666666,1,0,16.8
0.7,4.433333333333334,17,0,8.15
5.1,20.866666666666667,7,0,22.3
0.4,4.083333333333333,11,1,5.3
1.1,6.283333333333333,17,1,6.8
1.15,8.533333333333333,13,0,9.36
0.7,2.933333333333333,7,1,5.3
1.58,10.666666666666666,20,0,11.76
1.47,9.7,1,1,11.62
2.72,10.483333333333333,14,0,11.8
0.9,4.266666666666667,19,0,7.8
3.8,16.316666666666666,21,0,18.95
0.83,6.133333333333334,23,1,7.3
1.87,17.583333333333332,17,0,16.56
1.19,12.083333333333334,12,0,9.8
2.57,11.133333333333333,8,0,11.8
1.39,9.15,12,0,11.0
1.5,11.15,18,0,12.35
2.09,16.45,20,0,12.8
3.5,17.85,20,1,19.55
1.25,7.616666666666666,8,0,9.36
2.9,16.383333333333333,19,0,14.8
2.5,21.6,18,0,18.75
1.07,16.483333333333334,12,0,14.16
0.7,5.666666666666667,9,0,7.55
1.54,8.333333333333334,18,1,9.96
2.0,9.916666666666666,10,0,10.3
3.0,14.35,22,0,17.15
0.9,4.35,6,0,5.8
2.68,11.283333333333333,0,1,15.38
1.5,7.1,18,1,8.3
2.82,13.283333333333333,10,0,15.96
3.9,16.933333333333334,23,0,19.55
1.74,9.066666666666666,23,0,12.36
1.3,7.966666666666667,17,0,10.55
0.37,6.35,21,0,7.3
0.8,5.816666666666666,13,1,8.8
0.68,5.633333333333334,19,1,6.3
1.1,6.766666666666667,22,0,9.75
0.99,20.0,9,0,15.96
0.3,1.5333333333333334,8,0,5.0
1.56,10.666666666666666,1,1,11.76
1.55,7.416666666666667,1,0,10.8
0.7,3.6666666666666665,9,0,8.3
2.5,17.733333333333334,13,0,16.55
0.45,2.1666666666666665,20,1,5.3
1.1,6.0,10,1,8.8
0.6,6.916666666666667,14,0,8.15
0.91,6.3,10,0,6.8
3.2,14.933333333333334,11,0,16.55
1.1,14.433333333333334,15,0,12.95
5.01,16.583333333333332,12,0,22.56
2.5,11.95,7,0,14.65
1.18,13.533333333333333,19,0,13.3
1.91,6.833333333333333,9,0,11.0
2.2,14.25,17,0,16.0
0.9,6.2,21,0,8.75
4.16,12.533333333333333,23,1,16.7
1.9,15.016666666666667,18,1,14.75
1.63,10.85,8,0,9.3
2.8,18.65,19,0,18.95
2.4,17.65,15,0,13.3
1.24,17.233333333333334,13,0,12.3
0.9,4.633333333333334,6,0,6.3
3.94,11.7,2,1,19.12
0.3,8.566666666666666,16,0,8.3
2.57,15.1,19,0,13.8
1.58,12.233333333333333,7,0,10.8
0.5,7.283333333333333,10,0,6.8
1.64,9.383333333333333,2,1,12.25
2.11,6.45,23,0,9.3
1.3,10.05,13,1,8.8
2.03,15.933333333333334,16,0,13.3
4.04,11.416666666666666,3,0,16.3
0.87,6.75,16,0,8.8
1.69,22.95,15,0,15.3
2.1,11.3,0,1,11.3
3.79,19.6,7,0,19.56
0.59,7.316666666666666,16,0,7.8
1.2,6.616666666666666,19,1,9.75
0.75,8.516666666666667,10,0,7.8
0.9,11.583333333333334,14,0,11.15
1.46,10.183333333333334,18,0,10.3
0.8,12.816666666666666,19,1,10.91
1.4,7.933333333333334,17,0,11.6
1.2,14.55,15,0,10.8
0.8,7.133333333333334,17,1,7.8
0.92,5.783333333333333,12,1,6.8
1.04,7.283333333333333,16,0,9.3
3.7,15.383333333333333,3,1,19.75
4.0,21.366666666666667,19,0,23.5
4.7,10.15,7,0,17.3
0.9,4.866666666666666,22,0,6.8
1.57,13.833333333333334,21,0,14.75
2.4,15.0,11,0,13.3
0.98,9.716666666666667,18,0,11.76
2.99,20.066666666666666,11,1,18.36
0.86,3.2333333333333334,2,0,6.3
2.64,18.9,18,0,18.96
0.71,3.95,18,0,8.16
2.28,10.183333333333334,23,1,12.42
2.4,11.85,22,0,11.8
0.62,3.6,15,0,5.3
1.3,12.0,10,0,12.3
3.0,8.466666666666667,0,0,11.8
0.8,4.183333333333334,20,0,7.55
4.1,21.6,19,0,22.55
0.66,3.6,16,0,6.3
2.5,9.3,0,1,11.3
1.21,7.033333333333333,11,1,7.3
0.8,4.933333333333334,8,0,6.3
0.86,6.75,14,1,8.16
1.21,15.716666666666667,15,0,12.43
0.9,6.45,9,0,7.8
0.7,3.55,19,0,6.3
1.16,12.033333333333333,18,1,11.16
0.0,0.05,0,0,3.8
2.0,10.583333333333334,18,1,11.75
1.8,9.416666666666666,12,1,12.05
2.22,17.35,13,0,15.96
0.9,6.45,12,0,8.3
3.8,20.7,18,1,21.35
0.9,6.766666666666667,17,0,9.96
2.78,24.9,12,1,20.76
1.4,7.683333333333334,6,0,9.95
3.0,11.2,21,0,17.25
1.44,19.85,9,0,13.3
0.6,6.633333333333334,10,1,7.82
2.62,17.083333333333332,1,1,16.3
0.85,5.483333333333333,22,0,8.5
0.7,4.7,17,1,6.95
3.07,19.816666666666666,16,1,18.36
0.78,4.75,18,0,8.16
1.64,6.583333333333333,7,0,9.75
0.8,2.566666666666667,10,1,6.35
2.39,13.816666666666666,22,0,12.3
2.6,7.133333333333334,18,1,10.3
1.51,6.733333333333333,15,1,10.5
1.76,11.9,10,0,12.88
1.7,13.433333333333334,11,0,11.3
1.82,6.216666666666667,11,1,9.3
0.96,9.283333333333333,8,0,8.3
4.56,13.416666666666666,8,1,16.3
2.8,20.983333333333334,22,0,19.56
2.27,17.333333333333332,10,0,15.96
1.3,8.5,19,0,11.15
0.4,1.95,17,1,5.15
2.9,18.183333333333334,14,1,14.8
0.3,2.433333333333333,13,0,4.3
1.5,8.133333333333333,18,1,9.8
1.37,10.75,21,0,12.25
2.03,13.066666666666666,10,0,14.04
1.01,7.516666666666667,15,0,8.4
5.32,25.766666666666666,20,1,22.8
1.33,7.083333333333333,23,0,9.96
3.2,11.35,12,0,14.72
0.8,2.7666666666666666,23,0,6.8
1.28,7.15,9,1,7.8
0.8,10.5,20,0,11.15
1.3,13.316666666666666,9,0,12.3
4.82,15.85,1,1,19.8
1.02,7.783333333333333,14,0,8.97
1.9,11.216666666666667,21,0,13.6
1.29,15.416666666666666,16,0,15.38
1.59,21.566666666666666,9,0,14.3
4.47,24.35,18,1,22.2
1.9,8.0,13,1,11.15
0.8,3.45,3,1,7.55
1.4,11.433333333333334,12,0,11.75
1.3,3.3,1,1,8.15
1.58,26.683333333333334,13,0,20.16
1.24,9.75,7,0,10.56
1.5,25.95,18,1,16.3
1.0,5.966666666666667,12,1,6.8
1.4,20.083333333333332,18,0,19.8
1.09,10.2,14,1,10.56
3.52,13.833333333333334,0,0,14.3
2.2,9.216666666666667,22,1,11.8
0.7,3.283333333333333,16,1,6.95
0.8,2.716666666666667,16,1,7.3
0.62,4.366666666666666,8,0,6.38
5.4,21.583333333333332,2,1,24.35
0.67,3.0,8,0,6.0
1.5,6.683333333333334,8,0,7.8
2.44,16.066666666666666,18,0,16.56
1.1,12.066666666666666,11,0,9.3
1.95,9.55,21,0,12.25
0.6,3.433333333333333,12,1,6.05
5.1,20.183333333333334,23,0,24.35
2.81,16.533333333333335,8,1,14.3
0.32,3.6,12,0,4.8
3.25,15.2,1,1,17.76
4.36,12.316666666666666,7,0,15.3
1.92,12.25,19,0,13.57
0.41,1.5666666666666667,20,0,5.76
1.3,8.566666666666666,18,0,10.3
1.06,3.8,12,0,6.3
0.4,1.3666666666666667,23,0,5.8
0.3,1.6166666666666667,12,0,4.3
0.88,11.383333333333333,19,0,10.3
0.93,5.083333333333333,10,0,7.3
0.3,1.5166666666666666,19,1,4.3
1.3,9.0,7,0,10.75
0.8,5.75,17,0,7.8
1.7,12.0,0,1,12.95
1.1,4.1,8,1,8.3
0.55,4.95,13,0,5.8
1.2,6.533333333333333,19,0,9.96
1.6,12.966666666666667,15,0,12.35
2.6,10.133333333333333,18,0,14.15
0.31,3.35,14,0,4.8
0.63,6.683333333333334,11,0,6.8
4.04,22.566666666666666,22,0,22.0
4.05,14.95,9,1,18.36
1.95,8.666666666666666,0,0,10.3
2.1,18.116666666666667,18,0,15.0
1.41,11.7,21,0,12.36
0.89,11.0,19,1,10.8
1.49,11.55,20,1,11.3
4.5,16.8,1,0,18.8
0.9,4.65,8,0,7.8
3.0,11.7,5,0,12.8
1.53,8.966666666666667,19,0,11.76
1.41,10.0,20,0,11.16
3.66,12.0,2,1,16.3
0.9,4.616666666666666,9,1,7.85
3.5,13.233333333333333,23,0,17.25
6.0,11.3,4,0,19.3
2.87,12.1,0,1,15.96
3.07,14.816666666666666,22,0,17.16
0.9,6.533333333333333,19,0,9.36
2.4,22.15,17,1,18.95
0.98,5.966666666666667,2,0,9.12
0.6,11.05,8,0,10.55
1.7,12.416666666666666,12,1,12.35
1.5,10.983333333333333,16,1,11.76
1.17,8.033333333333333,10,1,9.96
3.64,11.3,11,0,15.96
1.63,16.583333333333332,14,0,14.76
1.0,5.766666666666667,11,0,8.16
1.1,23.65,12,0,15.3
1.4,10.5,15,1,9.3
3.0,19.666666666666668,21,0,18.35
0.82,10.9,16,0,9.8
2.3,11.05,21,0,14.16
4.0,25.433333333333334,21,0,19.3
0.7,4.383333333333334,20,0,6.3
1.74,13.25,18,0,11.8
0.67,2.7666666666666666,20,1,6.36
0.76,7.4,18,1,9.49
1.8,4.833333333333333,16,1,7.8
1.49,7.2,1,1,10.56
1.59,15.65,19,0,14.8
1.55,13.533333333333333,18,1,12.8
1.5,7.816666666666666,22,0,8.8
0.97,5.316666666666666,13,1,7.56
2.3,14.666666666666666,9,0,13.56
1.34,4.866666666666666,3,1,9.12
1.1,7.666666666666667,12,0,7.8
1.85,17.483333333333334,16,1,12.8
4.6,12.533333333333333,6,1,15.8
1.99,24.516666666666666,11,0,16.3
1.0,7.75,6,0,9.35
1.5,10.25,21,0,10.8
1.9,21.483333333333334,13,0,18.35
1.35,8.066666666666666,23,0,8.8
0.92,6.416666666666667,18,0,10.8
0.67,10.533333333333333,8,0,9.96
1.9,15.016666666666667,23,0,14.3
3.91,13.366666666666667,19,0,19.12
1.5,7.45,15,0,8.3
2.8,16.683333333333334,0,1,16.3
0.18,1.5,11,0,4.56
1.43,11.85,13,0,10.3
2.82,20.05,10,0,15.3
0.89,7.7,22,0,9.36
1.31,8.4,17,1,10.79
0.8,11.666666666666666,12,0,11.15
1.17,9.4,17,0,10.8
2.6,15.683333333333334,8,0,13.8
1.1,12.4,13,0,12.7
1.03,10.766666666666667,19,0,11.76
0.6,3.5833333333333335,0,1,7.25
1.1,7.133333333333334,13,1,8.75
1.19,7.5,21,0,8.3
0.7,5.033333333333333,9,0,7.55
0.8,12.916666666666666,11,0,9.3
2.1,13.733333333333333,12,0,14.75
1.1,6.25,16,0,10.35
1.72,13.916666666666666,18,1,12.96
1.1,7.166666666666667,22,0,8.3
0.6,3.0166666666666666,16,0,7.85
0.6,4.883333333333334,0,1,6.95
2.56,13.2,16,1,13.8
0.9,8.5,0,1,10.35
1.8,14.75,16,0,13.3
2.88,21.216666666666665,12,0,16.3
2.6,12.483333333333333,9,1,12.3
1.03,8.783333333333333,21,0,11.0
3.42,18.716666666666665,14,1,17.3
0.4,1.85,16,1,4.8
0.7,2.05,21,0,6.36
1.8,13.1,13,0,12.95
1.94,7.85,15,1,10.8
0.39,3.6,8,0,5.3
1.0,6.45,23,1,7.8
1.9,8.866666666666667,23,0,12.36
3.9,23.05,13,0,19.3
1.54,15.033333333333333,17,0,14.05
2.31,18.05,10,0,17.88
2.4,15.483333333333333,18,0,17.25
1.7,7.083333333333333,9,1,9.95
0.6,4.766666666666667,18,1,6.95
1.9,20.766666666666666,15,1,17.15
0.43,1.7833333333333334,15,0,5.3
0.8,7.1,13,0,8.15
2.26,10.25,16,0,15.34
0.6,3.55,18,0,7.55
1.01,5.766666666666667,17,0,8.8
3.5,24.383333333333333,12,0,19.3
1.36,7.75,17,0,9.8
1.1,5.066666666666666,0,1,8.75
0.15,0.8666666666666667,17,0,4.8
0.4,4.116666666666666,15,0,6.35
2.08,13.85,22,0,14.76
1.07,14.35,19,0,14.16
1.6,4.316666666666666,6,0,8.75
4.9,21.983333333333334,12,1,19.3
1.61,8.516666666666667,3,0,11.62
0.95,12.483333333333333,12,0,9.8
1.0,4.733333333333333,17,0,9.36
1.82,8.566666666666666,14,0,9.3
5.6,14.516666666666667,10,0,22.3
0.77,7.066666666666666,10,0,9.12
0.7,7.45,12,0,8.75
1.65,18.866666666666667,17,0,17.16
1.0,7.016666666666667,9,0,8.76
2.8,16.5,20,0,15.3
1.7,7.116666666666666,19,0,11.75
2.18,12.833333333333334,8,0,14.16
1.1,20.8,18,0,14.8
2.6,15.183333333333334,15,0,13.8
1.15,6.866666666666666,15,0,8.4
2.4,13.35,19,1,13.5
1.22,7.4,7,0,9.75
0.77,2.7666666666666666,0,0,5.8
1.93,12.45,8,0,12.96
0.63,19.133333333333333,15,0,12.8
3.5,17.433333333333334,23,0,15.8
1.23,5.4,1,0,10.14
1.95,7.45,22,0,10.5
2.4,15.933333333333334,13,0,12.8
2.8,17.233333333333334,15,0,17.16
1.21,8.583333333333334,1,1,10.56
1.7,20.033333333333335,23,1,18.59
1.36,14.333333333333334,18,0,14.16
1.6,12.45,18,0,13.0
1.0,7.133333333333334,17,0,10.35
0.56,4.783333333333333,18,0,8.16
0.6,3.3,19,0,6.3
1.0,6.183333333333334,13,1,7.3
1.3,9.283333333333333,21,0,9.3
2.59,12.283333333333333,6,0,12.8
4.59,20.716666666666665,9,0,18.3
1.5,7.8,21,1,8.8
0.7,3.1333333333333333,10,1,6.0
0.3,2.8833333333333333,0,1,6.3
1.49,7.333333333333333,6,0,9.96
1.9,21.25,19,0,19.75
1.78,9.316666666666666,21,1,9.8
1.12,11.266666666666667,19,0,10.8
2.7,15.233333333333333,12,0,17.25
1.77,8.316666666666666,21,1,9.3
0.4,5.55,12,0,6.3
0.9,4.15,4,1,8.15
2.0,11.583333333333334,14,0,12.85
1.14,14.433333333333334,22,1,12.3
2.8,10.383333333333333,5,0,13.3
2.03,23.8,9,0,16.0
0.55,3.783333333333333,22,0,5.8
0.72,5.95,19,0,9.36
2.45,19.183333333333334,7,0,17.16
0.9,6.566666666666666,10,1,8.3
3.22,23.15,18,0,17.8
0.93,6.183333333333334,21,0,9.49
2.0,14.266666666666667,23,1,14.15
0.9,10.45,19,1,8.8
1.46,11.916666666666666,10,1,9.8
2.6,19.8,21,0,18.95
1.5,20.9,18,0,18.35
1.9,7.5,6,0,10.55
0.5,5.966666666666667,10,0,7.88
2.5,13.466666666666667,22,1,15.99
3.1,15.233333333333333,20,0,16.3
0.72,2.8666666666666667,0,1,5.8
3.7,9.833333333333334,22,1,13.8
1.2,14.433333333333334,18,0,14.65
0.8,7.733333333333333,11,0,8.75
1.02,6.766666666666667,10,0,9.3
0.57,5.933333333333334,11,0,6.3
2.07,18.2,14,0,13.3
0.61,1.9333333333333333,6,0,6.0
3.1,18.733333333333334,15,1,15.3
1.13,5.783333333333333,21,0,7.3
0.7,6.4,18,0,9.75
0.8,7.566666666666666,17,0,8.72
1.8,11.333333333333334,15,0,10.3
1.3,9.033333333333333,18,0,9.3
1.4,22.283333333333335,9,0,18.5
1.3,8.433333333333334,16,1,8.3
5.09,17.266666666666666,2,1,20.3
1.3,7.466666666666667,20,0,9.95
0.5,1.4333333333333333,18,0,6.36
0.4,7.566666666666666,12,0,8.15
0.93,10.15,9,0,10.3
1.88,17.566666666666666,14,1,12.8
0.82,8.133333333333333,22,0,10.38
2.1,13.35,11,0,11.3
1.07,6.1,3,1,8.76
1.8,18.516666666666666,8,0,15.95
2.27,17.25,19,1,15.96
2.46,18.383333333333333,15,0,13.8
2.8,19.483333333333334,12,0,15.3
1.61,13.116666666666667,12,1,11.3
1.4,8.4,20,0,10.55
0.86,12.433333333333334,13,0,11.16
2.89,19.0,7,0,18.36
1.84,5.05,9,0,10.79
4.01,8.75,5,0,14.3
1.33,9.483333333333333,9,0,11.0
1.7,7.833333333333333,0,0,9.3
2.16,9.05,6,0,11.76
0.9,9.833333333333334,15,1,9.95
1.5,9.983333333333333,11,0,9.8
0.8,6.95,22,0,8.76
1.88,7.016666666666667,16,1,8.3
3.3,12.366666666666667,4,1,16.56
3.35,13.366666666666667,22,1,16.56
0.5,4.75,8,0,7.25
0.89,12.95,8,0,10.3
0.77,6.6,15,0,6.8
0.79,3.45,1,1,8.3
0.75,5.983333333333333,21,0,6.8
4.4,21.766666666666666,20,0,23.15
3.74,15.75,18,1,15.8
2.1,13.716666666666667,19,0,14.15
1.53,9.95,21,0,9.3
1.3,11.316666666666666,16,1,11.16
1.43,13.0,10,0,10.3
1.64,8.0,18,1,10.56
2.54,14.1,20,0,14.8
1.04,3.1,21,1,7.56
1.1,9.083333333333334,19,0,11.3
3.9,28.533333333333335,14,0,24.3
1.43,8.516666666666667,12,0,8.3
2.12,12.75,9,1,13.56
0.95,9.766666666666667,11,0,10.38
1.31,8.116666666666667,15,0,10.38
1.1,5.883333333333334,1,0,9.75
1.0,16.5,13,0,11.3
1.7,13.283333333333333,19,0,10.8
1.6,8.616666666666667,22,0,12.25
4.33,25.083333333333332,11,0,20.3
3.8,21.833333333333332,16,0,22.55
0.8,6.566666666666666,23,0,8.75
2.1,19.866666666666667,9,0,17.16
5.35,21.766666666666666,1,1,24.36
1.8,18.85,16,1,13.3
0.5,4.833333333333333,11,0,5.8
2.5,16.883333333333333,10,0,15.16
5.67,11.25,22,0,18.8
5.24,13.55,7,0,20.0
0.46,3.966666666666667,14,0,6.62
0.6,3.033333333333333,23,0,6.84
1.73,14.05,18,0,14.76
2.75,13.066666666666666,22,0,12.8
1.1,4.65,4,1,9.45
1.1,7.916666666666667,20,0,10.35
0.63,3.25,17,0,7.56
1.1,10.516666666666667,10,0,8.8
0.7,4.333333333333333,1,0,7.55
0.91,7.916666666666667,9,0,9.36
3.1,23.166666666666668,8,0,19.55
0.97,4.866666666666666,10,1,7.24
2.75,13.0,22,0,13.3
1.43,9.316666666666666,0,0,11.16
0.4,7.4,13,0,6.8
2.87,11.833333333333334,3,1,14.76
4.12,25.783333333333335,23,1,19.8
1.54,10.55,13,0,11.16
3.4,13.45,4,1,17.75
2.1,8.616666666666667,2,0,12.88
4.4,22.9,22,1,19.8
1.0,7.816666666666666,21,0,9.35
2.94,20.65,14,0,18.36
1.5,10.783333333333333,8,0,10.29
1.8,11.35,19,0,12.8
1.98,14.966666666666667,18,0,13.8
3.8,19.25,22,0,21.0
1.99,6.866666666666666,13,1,10.3
2.5,11.25,11,1,14.15
1.84,8.8,15,0,9.3
1.6,10.633333333333333,0,1,11.76
0.9,19.983333333333334,11,0,15.3
1.39,7.983333333333333,23,1,8.8
1.6,15.983333333333333,17,1,14.75
3.52,22.883333333333333,12,0,20.3
3.4,21.6,12,0,17.8
0.79,5.383333333333334,7,0,7.3
1.2,13.016666666666667,21,0,12.95
0.9,6.083333333333333,16,1,6.8
0.75,9.15,20,0,9.8
0.76,6.166666666666667,21,0,6.8
0.6,5.333333333333333,15,0,6.95
0.8,6.266666666666667,13,1,8.15
0.9,4.5,16,0,7.3
0.39,1.05,9,1,4.56
1.35,6.0,23,1,8.3
2.77,7.116666666666666,21,0,10.8
0.81,3.1666666666666665,8,1,6.36
1.0,6.966666666666667,9,1,7.3
2.93,13.866666666666667,6,0,12.8
1.66,11.85,17,1,11.84
1.91,12.75,19,0,13.8
0.5,3.033333333333333,15,1,5.3
1.0,5.5,1,0,7.3
0.7,5.45,13,0,7.55
1.71,11.816666666666666,21,0,10.8
0.4,2.0166666666666666,18,0,5.3
0.78,8.25,17,0,8.8
1.19,3.75,5,0,6.8
1.68,16.15,18,0,15.96
1.81,7.883333333333334,7,0,10.56
2.1,21.983333333333334,11,0,19.85
0.59,5.45,19,0,7.3
2.34,12.05,12,0,11.8
1.3,4.3,9,1,8.16
0.7,4.616666666666666,5,1,6.8
1.0,5.316666666666666,23,0,8.75
1.1,7.35,14,0,9.35
1.52,7.916666666666667,20,0,10.56
2.23,14.666666666666666,12,0,12.3
1.43,7.366666666666666,3,1,9.96
0.3,3.45,19,0,6.67
0.22,2.5166666666666666,22,1,4.8
2.5,14.266666666666667,11,0,14.76
2.48,8.116666666666667,12,0,12.36
1.9,28.416666666666668,17,1,17.8
4.2,16.0,21,1,16.3
2.8,10.966666666666667,4,1,14.75
2.37,17.0,0,1,16.56
2.3,14.816666666666666,16,1,14.75
2.2,16.2,11,0,15.35
0.7,5.883333333333334,22,0,8.75
2.62,11.566666666666666,3,1,13.3
0.61,4.166666666666667,16,0,8.16
0.8,25.266666666666666,10,0,20.5
2.4,16.8,10,0,14.3
1.3,9.366666666666667,17,0,11.15
0.55,3.8,22,0,6.8
1.3,18.05,21,0,14.3
1.08,7.016666666666667,21,0,9.36
1.07,7.083333333333333,22,0,9.75
1.6,6.983333333333333,1,1,8.8
1.35,6.3,13,0,9.75
2.56,13.05,0,0,14.76
5.89,16.75,1,0,23.16
2.1,20.533333333333335,16,0,15.8
0.6,4.15,11,0,5.3
1.58,6.7,22,0,9.96
1.7,12.366666666666667,23,0,13.3
1.9,15.216666666666667,13,1,15.3
3.2,16.85,21,0,15.4
2.71,8.9,2,0,12.3
1.21,18.85,17,0,13.8
0.7,12.75,13,0,12.25
2.07,16.25,18,1,13.3
2.34,19.4,7,0,14.8
2.28,15.9,10,0,15.36
1.54,10.766666666666667,10,1,12.8
4.37,23.55,21,0,23.16
2.61,21.8,23,1,19.56
1.82,14.2,18,0,14.3
0.52,3.066666666666667,20,0,6.36
0.57,10.7,12,0,10.56
1.41,6.983333333333333,12,0,7.8
1.8,9.966666666666667,21,0,12.35
1.64,10.483333333333333,15,1,11.16
0.99,10.15,16,0,9.8
1.1,13.183333333333334,10,0,12.35
0.8,6.45,1,1,8.75
1.09,13.133333333333333,7,0,12.36
1.88,22.233333333333334,0,1,16.3
1.63,9.933333333333334,17,0,11.76
0.9,4.866666666666666,22,0,8.8
2.4,16.1,19,0,14.3
0.6,4.666666666666667,16,0,8.15
2.3,12.916666666666666,19,1,11.8
1.4,9.716666666666667,6,0,11.6
2.9,13.416666666666666,11,1,14.8
0.79,6.45,15,1,6.8
1.3,13.25,20,0,11.8
2.4,15.983333333333333,7,0,13.3
1.52,9.966666666666667,18,0,11.76
0.4,1.7,20,0,6.2
0.83,7.166666666666667,15,0,8.76
1.14,5.666666666666667,15,0,6.8
3.62,16.1,0,1,17.76
0.6,2.6666666666666665,19,1,5.8
2.7,16.966666666666665,15,0,13.8
1.4,10.216666666666667,10,0,11.0
2.77,17.2,10,0,14.3
2.66,12.816666666666666,7,0,14.16
0.9,7.9,11,0,9.1
1.25,18.866666666666667,13,0,15.96
1.06,14.366666666666667,12,0,10.3
4.72,14.066666666666666,23,0,17.3
0.4,1.9,18,0,6.85
0.9,6.716666666666667,0,1,8.75
3.24,17.083333333333332,20,1,15.3
0.98,3.05,20,0,7.56
1.0,8.383333333333333,8,0,9.75
