trip_distance,trip_duration,hora_del_día,es_fin_de_semana,total_amount
2.02,4.466666666666667,23,0,10.56
0.3,3.0166666666666666,14,0,6.8
1.2,5.7,13,0,8.15
2.57,20.466666666666665,8,0,14.8
1.3,17.833333333333332,19,0,15.96
2.7,25.233333333333334,16,1,21.35
2.51,8.483333333333333,12,0,10.8
1.5,12.283333333333333,17,0,16.3
0.97,6.483333333333333,14,0,8.76
1.2,15.716666666666667,13,0,12.8
0.58,6.3,18,0,8.76
0.9,5.95,10,0,7.3
0.8,10.333333333333334,13,0,9.95
1.9,15.366666666666667,16,0,13.3
3.02,13.75,15,1,15.8
1.43,9.95,11,1,12.09
0.6,3.3333333333333335,7,0,6.35
1.28,7.1,4,1,8.3
2.99,18.6,17,1,14.8
1.1,8.183333333333334,8,0,9.36
1.49,17.6,13,0,10.38
1.3,8.7,15,0,9.35
0.95,7.4,14,0,8.76
1.2,8.866666666666667,21,0,11.15
2.1,25.5,10,0,16.8
1.85,18.166666666666668,22,0,17.94
1.6,11.55,15,0,9.8
1.88,7.7,14,1,10.7
1.11,13.283333333333333,14,0,10.3
2.9,12.9,9,1,15.95
1.9,22.35,8,0,18.3
3.19,16.45,7,0,17.88
1.15,10.866666666666667,18,1,11.16
0.48,6.466666666666667,23,0,8.84
1.0,7.516666666666667,20,0,10.0
0.52,1.7,4,0,4.8
3.3,20.383333333333333,19,1,19.55
1.48,7.333333333333333,12,0,8.3
1.2,9.183333333333334,17,0,9.3
1.38,11.216666666666667,8,0,10.78
5.81,12.116666666666667,12,0,22.56
1.02,4.866666666666666,23,0,8.1
1.0,11.483333333333333,18,0,10.3
0.69,3.1,3,1,6.8
4.68,21.1,19,0,24.36
1.04,6.933333333333334,11,1,7.8
1.58,9.35,8,0,11.0
1.4,7.0,22,0,10.56
1.2,11.166666666666666,16,0,10.3
0.76,16.9,13,0,12.8
1.5,14.733333333333333,10,0,13.55
3.4,19.616666666666667,9,0,16.3
3.7,12.666666666666666,1,0,17.9
1.5,8.1,8,0,9.95
0.9,4.383333333333334,9,1,5.8
1.8,10.783333333333333,0,0,12.35
2.69,19.066666666666666,11,0,16.28
4.9,16.183333333333334,20,0,18.8
1.27,10.233333333333333,9,0,8.8
3.2,12.883333333333333,21,0,16.55
1.55,12.333333333333334,19,0,14.12
1.07,24.216666666666665,12,0,18.36
0.96,17.216666666666665,15,0,11.8
4.15,23.433333333333334,13,0,19.3
1.4,10.85,17,0,10.3
2.4,17.216666666666665,14,0,14.3
1.0,3.816666666666667,7,0,6.95
2.94,18.133333333333333,17,1,17.76
0.43,1.75,10,1,5.4
1.1,13.0,9,0,11.75
4.1,16.166666666666668,19,0,22.49
1.31,11.866666666666667,14,0,9.8
1.2,11.45,11,0,11.6
1.23,4.55,21,0,7.3
1.5,14.733333333333333,20,0,12.39
3.19,15.25,23,0,14.3
1.47,8.35,8,0,9.96
3.58,12.033333333333333,5,1,13.8
0.3,1.4333333333333333,16,0,5.3
1.9,19.083333333333332,15,1,13.8
2.2,20.333333333333332,11,0,14.3
0.94,11.783333333333333,8,0,11.16
2.68,17.466666666666665,23,0,17.16
1.1,19.466666666666665,18,0,15.55
1.15,9.466666666666667,17,0,11.76
0.79,8.65,12,0,9.75
0.83,5.033333333333333,17,1,7.56
0.94,3.6333333333333333,8,1,7.54
1.8,9.3,1,1,11.75
0.39,1.2166666666666666,19,0,4.8
0.7,4.433333333333334,12,1,6.95
1.3,10.683333333333334,8,0,8.8
0.3,4.933333333333334,16,0,6.8
2.23,12.05,6,0,13.56
2.7,18.616666666666667,17,1,17.75
2.8,9.7,6,0,11.3
0.4,1.7333333333333334,20,0,6.0
1.6,13.366666666666667,18,0,14.15
2.2,22.816666666666666,11,0,15.3
1.38,14.083333333333334,13,0,10.3
0.6,10.25,14,0,8.8
1.0,12.916666666666666,15,0,11.75
1.0,9.85,19,0,9.8
1.85,11.233333333333333,21,1,10.8
0.56,4.433333333333334,21,0,7.56
2.05,15.283333333333333,19,0,15.36
0.7,4.966666666666667,21,1,6.8
1.2,18.483333333333334,13,0,14.75
0.0,0.08333333333333333,0,0,3.8
1.9,9.016666666666667,8,0,10.3
1.53,6.7,23,0,9.96
2.56,13.35,22,0,15.36
2.05,5.633333333333334,5,0,10.8
1.2,8.6,23,0,10.55
1.8,10.85,21,0,12.95
0.71,10.9,9,0,10.56
3.84,28.25,21,0,20.8
1.82,8.283333333333333,10,1,10.56
2.06,12.533333333333333,14,0,13.56
0.54,2.85,17,0,6.67
1.1,6.75,23,1,9.75
1.1,7.616666666666666,9,0,8.75
3.6,21.466666666666665,20,0,19.3
0.61,2.216666666666667,4,0,6.3
1.52,11.45,15,0,9.3
0.77,9.483333333333333,18,1,9.96
0.65,5.983333333333333,21,1,8.16
2.78,13.55,7,0,12.3
0.76,6.566666666666666,17,0,7.8
1.48,22.2,12,0,17.76
0.6,8.033333333333333,15,1,8.75
1.95,7.083333333333333,0,0,10.3
1.3,12.2,19,0,11.8
0.64,3.9,2,0,6.8
0.67,7.616666666666666,9,0,8.76
1.23,12.4,7,0,11.76
1.4,9.516666666666667,20,0,11.16
0.66,6.133333333333334,16,0,8.3
2.69,17.833333333333332,22,0,17.16
1.0,6.716666666666667,23,1,7.8
1.75,9.966666666666667,14,0,11.16
0.79,4.7,21,1,6.3
3.4,22.316666666666666,7,0,17.3
0.81,4.183333333333334,8,0,7.8
3.53,23.916666666666668,17,0,23.16
2.3,11.483333333333333,19,0,14.75
0.5,4.25,13,0,5.3
2.3,9.35,6,0,11.3
0.84,11.75,12,0,9.3
1.0,4.233333333333333,19,0,8.75
0.3,0.6666666666666666,7,1,3.8
1.1,6.2,12,1,6.8
2.1,13.3,0,0,11.8
3.65,16.75,18,1,19.56
1.66,12.966666666666667,18,1,10.3
2.47,17.333333333333332,8,0,16.56
4.4,17.533333333333335,22,0,19.0
1.9,8.7,21,0,11.3
2.7,25.216666666666665,8,0,17.8
2.15,22.55,8,0,17.3
2.58,11.533333333333333,14,1,12.8
0.83,5.166666666666667,16,0,7.3
3.5,25.066666666666666,15,0,21.35
3.7,25.983333333333334,0,1,21.3
0.61,2.3833333333333333,1,0,5.3
0.9,6.1,21,1,8.8
0.8,5.85,12,0,6.3
0.9,6.05,19,0,7.8
4.2,23.983333333333334,23,0,23.15
0.52,13.766666666666667,1,0,13.5
1.76,14.633333333333333,21,0,11.8
1.47,6.75,21,0,8.3
0.93,4.4,16,1,7.3
1.6,9.483333333333333,11,0,9.3
0.79,6.25,11,1,8.16
4.0,11.366666666666667,9,1,17.15
0.58,8.483333333333333,11,0,7.8
2.64,20.216666666666665,20,0,19.89
1.21,7.216666666666667,20,0,7.8
1.37,9.133333333333333,2,1,11.16
1.61,8.516666666666667,17,1,9.8
0.6,3.783333333333333,20,0,5.8
2.0,11.45,7,0,10.3
3.58,24.7,22,0,21.36
2.63,12.6,3,1,12.8
1.06,5.95,14,1,8.16
1.23,14.283333333333333,11,0,13.5
1.73,13.85,14,1,11.3
0.2,0.8666666666666667,20,0,5.55
1.7,18.933333333333334,16,0,17.75
4.01,11.05,2,0,18.36
0.9,10.916666666666666,10,0,10.55
1.6,17.716666666666665,17,0,16.55
2.1,10.933333333333334,13,0,10.3
1.8,18.25,12,0,16.6
2.2,20.466666666666665,10,0,14.3
0.81,3.066666666666667,19,1,6.3
3.0,22.816666666666666,19,0,20.15
1.1,7.833333333333333,10,0,7.8
0.9,6.083333333333333,8,0,8.16
0.98,11.35,11,0,11.16
4.6,17.483333333333334,0,0,19.0
1.25,7.95,17,0,9.3
1.16,6.233333333333333,7,0,8.3
0.41,1.8666666666666667,9,0,4.3
1.2,6.416666666666667,9,1,9.45
1.2,7.866666666666666,23,0,8.3
2.0,8.5,6,0,9.8
1.6,8.5,1,1,9.3
2.3,8.233333333333333,22,1,14.0
0.41,7.783333333333333,14,0,8.3
2.1,8.366666666666667,8,0,11.15
0.66,5.433333333333334,16,0,6.8
1.4,11.533333333333333,12,0,9.8
1.84,15.866666666666667,19,0,15.36
1.43,7.133333333333334,0,0,8.8
0.93,8.566666666666666,17,1,8.8
1.5,3.7333333333333334,19,0,9.0
3.72,16.366666666666667,19,0,19.0
2.7,14.116666666666667,19,0,13.8
0.9,15.216666666666667,9,0,10.8
0.7,5.766666666666667,23,0,8.15
0.6,4.533333333333333,11,1,6.95
2.0,9.033333333333333,16,1,9.3
4.0,21.183333333333334,8,0,22.25
0.0,0.016666666666666666,1,1,16.32
1.9,15.216666666666667,16,0,15.35
1.0,4.766666666666667,11,0,7.8
0.0,0.0,12,0,12.3
1.4,6.816666666666666,6,0,7.8
0.2,6.516666666666667,12,0,6.3
1.6,9.85,12,0,9.3
3.6,25.783333333333335,15,0,18.3
4.3,15.8,0,0,20.16
2.19,11.733333333333333,14,0,12.96
0.8,6.083333333333333,19,0,8.05
0.9,18.85,15,1,15.36
2.16,14.85,21,0,14.3
1.0,8.85,18,0,10.3
0.7,2.2,16,0,5.8
1.83,5.033333333333333,21,1,10.3
1.38,8.633333333333333,14,0,10.56
2.31,18.3,18,0,14.8
1.4,7.783333333333333,22,0,8.3
1.89,17.2,7,0,14.14
1.08,8.216666666666667,19,0,8.8
1.8,7.4,3,0,8.8
0.91,8.816666666666666,13,0,9.36
0.62,1.8833333333333333,15,0,7.3
1.24,14.05,1,1,14.12
1.1,7.15,19,0,11.0
0.61,6.15,0,1,7.8
1.8,11.233333333333333,18,1,12.36
0.74,4.366666666666666,10,0,5.8
4.41,12.616666666666667,19,0,20.16
0.44,3.683333333333333,9,0,6.3
0.63,5.383333333333334,20,0,7.56
0.86,16.333333333333332,11,0,14.12
2.63,12.583333333333334,10,1,13.56
2.5,20.416666666666668,17,0,16.3
5.3,23.05,13,1,21.3
1.05,8.0,15,0,7.8
2.91,16.45,21,0,17.16
2.2,14.683333333333334,15,0,14.8
1.3,3.2,5,0,6.3
1.2,6.116666666666666,22,0,9.75
1.54,4.883333333333334,16,1,8.76
1.5,8.533333333333333,17,0,9.8
3.28,14.666666666666666,23,0,16.3
2.3,20.683333333333334,15,0,15.3
2.13,16.266666666666666,16,0,16.56
1.0,7.383333333333334,20,0,9.35
1.2,16.416666666666668,12,0,11.8
3.6,15.483333333333333,22,0,18.3
2.57,17.6,11,0,17.16
1.29,4.116666666666666,6,0,8.16
1.34,9.583333333333334,21,0,9.3
0.2,6.833333333333333,17,1,6.3
1.93,16.05,19,0,15.0
0.9,8.45,11,0,8.3
1.3,24.433333333333334,18,0,21.8
0.33,1.0833333333333333,18,0,6.0
1.6,11.3,19,0,11.3
0.4,9.75,20,1,8.3
1.6,13.666666666666666,19,0,14.16
2.5,11.833333333333334,23,0,11.8
2.7,7.916666666666667,1,1,13.5
2.57,26.65,17,0,22.88
1.8,16.4,10,0,15.95
0.97,8.366666666666667,8,0,9.36
1.27,9.766666666666667,13,1,9.8
1.87,10.35,7,0,11.76
1.83,11.266666666666667,15,0,12.36
1.3,15.4,14,0,11.3
1.17,7.233333333333333,0,1,8.3
1.43,9.033333333333333,14,0,11.0
2.7,13.966666666666667,21,1,13.3
0.8,11.25,19,1,11.15
1.09,14.566666666666666,19,1,10.8
1.13,10.833333333333334,14,0,9.3
0.98,5.25,19,0,8.76
2.04,11.716666666666667,23,0,13.56
1.23,9.416666666666666,16,1,10.56
1.5,7.083333333333333,19,1,8.3
1.5,10.683333333333334,19,0,11.5
1.79,11.166666666666666,8,0,12.36
1.0,3.0833333333333335,11,0,5.8
1.87,16.066666666666666,12,1,11.8
1.2,13.216666666666667,17,1,12.25
0.66,5.466666666666667,23,0,8.16
1.07,4.716666666666667,19,0,7.3
4.42,11.766666666666667,3,1,20.54
4.14,18.516666666666666,23,1,21.96
3.0,16.216666666666665,19,1,16.55
0.7,5.5,9,0,6.3
1.69,9.6,8,1,9.8
0.9,8.666666666666666,7,0,9.35
1.79,10.15,23,0,11.8
1.1,14.733333333333333,18,0,11.8
0.75,4.966666666666667,10,1,6.96
2.04,17.9,12,0,15.96
2.1,15.783333333333333,13,0,15.95
1.7,16.683333333333334,20,0,13.3
0.5,4.116666666666666,16,0,6.3
1.0,6.883333333333334,8,0,9.1
0.7,5.083333333333333,7,0,7.3
1.0,6.866666666666666,19,1,7.3
1.22,8.183333333333334,17,1,10.14
0.42,2.033333333333333,9,0,4.3
2.0,8.116666666666667,12,0,11.75
2.6,16.1,15,0,17.15
0.9,3.95,2,0,6.3
1.04,9.733333333333333,22,0,9.3
0.57,3.4833333333333334,12,0,5.3
1.7,10.266666666666667,20,0,12.85
1.3,16.016666666666666,10,0,11.3
0.83,6.116666666666666,12,1,8.16
0.4,11.816666666666666,11,0,8.8
1.51,5.783333333333333,0,1,10.38
5.23,12.966666666666667,0,0,18.3
1.88,8.166666666666666,14,1,9.3
0.72,7.6,11,0,7.3
1.46,5.533333333333333,20,0,8.8
0.7,6.116666666666666,7,0,6.3
1.8,10.533333333333333,10,0,11.75
1.74,15.333333333333334,8,0,14.16
0.8,3.8333333333333335,17,0,6.8
0.9,4.416666666666667,10,0,7.55
0.92,5.3,9,0,8.3
2.0,7.866666666666666,8,0,9.3
2.65,16.816666666666666,20,1,14.3
4.7,18.8,10,0,18.3
1.33,10.416666666666666,12,0,11.16
4.07,17.933333333333334,6,0,16.8
1.48,16.983333333333334,17,0,15.96
3.1,15.133333333333333,12,0,14.3
1.82,8.366666666666667,3,0,8.8
0.8,2.316666666666667,19,0,7.55
2.5,14.55,16,1,15.35
3.8,15.8,17,1,18.5
4.0,16.733333333333334,19,0,21.35
4.1,13.083333333333334,23,0,19.1
1.3,14.766666666666667,11,0,10.8
1.5,9.266666666666667,14,0,11.15
1.6,17.016666666666666,16,0,17.25
2.26,13.3,18,0,12.8
0.5,7.983333333333333,20,0,9.36
0.4,26.95,22,0,18.8
0.47,5.883333333333334,10,0,6.3
2.03,25.716666666666665,13,0,23.98
1.7,7.233333333333333,5,0,9.3
1.39,6.4,21,1,9.96
1.64,9.1,10,0,10.56
1.26,12.966666666666667,15,0,9.8
2.57,12.166666666666666,10,0,14.16
1.21,7.416666666666667,21,0,8.3
1.91,19.816666666666666,16,0,15.8
0.83,5.816666666666666,10,0,6.3
0.8,8.9,19,1,9.95
0.38,1.2666666666666666,11,1,4.94
0.97,5.783333333333333,17,0,7.8
1.7,7.233333333333333,22,0,11.4
0.5,8.55,13,1,7.3
2.08,11.45,11,1,11.8
1.96,21.466666666666665,10,0,16.3
0.16,1.45,2,1,4.3
0.7,7.45,8,0,8.15
0.78,3.716666666666667,3,1,6.8
1.4,6.516666666666667,5,0,10.8
2.0,7.883333333333334,22,0,11.3
3.58,18.983333333333334,15,1,19.75
0.72,4.816666666666666,8,0,7.88
1.11,12.55,11,0,12.25
0.73,8.583333333333334,12,0,9.36
0.35,2.9,16,0,6.96
1.6,12.683333333333334,14,1,10.3
1.0,5.616666666666666,21,1,7.3
1.05,7.35,22,1,8.3
0.85,4.55,19,0,7.3
1.44,14.366666666666667,9,0,13.5
0.72,1.5833333333333333,21,0,6.3
0.54,5.1,19,0,6.8
2.05,17.016666666666666,14,1,16.64
0.39,4.266666666666667,19,0,6.3
2.52,15.266666666666667,23,0,15.3
0.8,4.55,9,0,6.95
3.27,10.1,5,0,13.8
1.93,23.95,16,0,18.8
5.38,13.1,3,0,17.8
2.66,15.866666666666667,23,0,17.25
0.9,5.516666666666667,7,0,8.15
0.36,4.283333333333333,7,0,6.62
0.3,5.983333333333333,8,0,6.3
0.97,13.4,11,1,12.36
0.8,5.066666666666666,23,0,6.3
1.0,10.933333333333334,23,0,11.75
1.94,11.466666666666667,16,1,10.3
1.21,4.616666666666666,20,0,8.16
2.72,20.216666666666665,19,0,19.75
1.05,8.266666666666667,1,1,9.96
3.6,13.45,4,0,16.3
1.84,10.916666666666666,15,1,12.88
1.36,9.333333333333334,19,0,11.16
2.26,19.683333333333334,22,1,17.76
1.6,13.066666666666666,21,0,11.3
1.89,14.6,17,0,15.36
4.3,16.883333333333333,21,0,19.55
0.97,5.366666666666666,20,1,8.16
0.99,6.15,20,0,8.76
2.89,14.0,16,0,16.56
1.2,7.516666666666667,7,0,8.75
1.8,9.65,13,1,12.25
0.01,0.08333333333333333,4,0,3.8
0.71,5.366666666666666,21,0,8.16
0.8,5.533333333333333,17,0,7.8
1.0,17.216666666666665,12,1,12.3
1.1,11.433333333333334,7,0,11.0
1.32,8.816666666666666,23,0,10.56
4.24,13.533333333333333,4,0,15.8
2.5,8.45,7,0,12.35
2.41,19.95,9,0,17.16
1.93,19.816666666666666,18,1,13.8
1.8,9.45,20,0,10.8
2.48,13.433333333333334,9,0,13.8
1.56,12.733333333333333,18,0,14.3
3.4,15.2,23,1,14.3
0.5,3.066666666666667,16,0,7.4
0.7,5.45,1,0,6.8
0.5,5.516666666666667,10,0,7.25
0.87,4.733333333333333,10,0,6.3
3.6,22.466666666666665,19,0,22.8
4.39,10.316666666666666,1,0,15.3
0.6,4.966666666666667,13,0,5.8
0.3,5.3,10,0,5.8
1.5,9.983333333333333,23,0,11.75
0.7,6.733333333333333,19,0,10.35
0.53,2.45,8,1,5.76
2.04,7.483333333333333,0,0,12.25
1.23,11.383333333333333,9,1,10.3
0.5,3.7666666666666666,13,0,5.3
1.6,11.733333333333333,18,0,12.35
2.6,15.533333333333333,9,1,15.36
3.5,15.666666666666666,20,0,15.3
2.3,20.616666666666667,12,0,18.35
3.0,18.566666666666666,16,1,18.36
3.3,19.25,21,0,18.95
1.2,3.6166666666666667,18,0,8.75
1.08,7.4,8,0,7.8
0.8,3.4166666666666665,14,1,5.8
1.6,7.616666666666666,2,1,10.55
1.9,11.366666666666667,14,1,11.3
2.33,17.45,17,0,17.16
1.0,7.066666666666666,21,0,9.75
1.1,13.883333333333333,11,0,12.3
1.0,5.866666666666666,19,1,7.55
0.85,4.383333333333334,4,1,6.8
1.14,10.033333333333333,15,0,10.56
1.2,11.166666666666666,18,0,10.3
1.0,6.25,17,0,8.3
2.43,12.683333333333334,12,1,11.8
1.78,9.183333333333334,9,0,9.8
1.79,9.716666666666667,23,0,9.8
0.7,9.283333333333333,12,1,8.8
1.58,7.45,1,1,8.8
0.67,3.05,13,0,5.3
2.1,9.716666666666667,19,0,13.55
6.1,17.083333333333332,10,1,20.8
3.34,23.55,18,1,19.03
1.3,13.35,10,0,12.35
2.54,19.516666666666666,16,0,17.3
1.4,7.966666666666667,15,1,9.35
2.68,18.683333333333334,23,0,17.76
2.24,26.8,9,0,20.76
0.81,7.133333333333334,18,0,7.8
0.0,0.31666666666666665,21,0,3.8
1.33,7.35,22,0,9.96
0.82,11.733333333333333,22,0,12.25
0.92,6.133333333333334,12,0,6.3
2.91,12.133333333333333,7,0,13.8
2.31,10.4,22,0,13.56
0.7,3.85,16,1,7.5
1.99,10.1,18,0,10.8
1.1,12.533333333333333,18,0,10.8
1.18,13.416666666666666,12,0,10.3
1.6,6.883333333333334,4,0,8.3
1.74,9.7,14,0,11.76
1.74,23.466666666666665,10,0,15.8
1.94,14.666666666666666,13,1,11.8
1.37,10.516666666666667,9,0,9.3
0.6,11.95,14,1,11.15
0.92,4.45,11,0,6.3
2.0,12.766666666666667,20,0,13.55
1.11,5.3,22,1,8.76
1.04,8.7,10,1,9.96
0.07,0.3,13,0,3.96
2.0,11.833333333333334,21,1,12.3
1.84,14.783333333333333,14,1,13.8
1.53,15.416666666666666,15,1,14.16
1.02,12.116666666666667,17,0,10.3
1.31,6.066666666666666,9,1,7.8
2.12,26.35,10,0,20.8
0.51,1.4333333333333333,1,1,5.76
0.85,9.383333333333333,15,0,9.36
2.3,12.266666666666667,13,1,13.55
0.83,7.516666666666667,16,0,9.46
2.9,17.983333333333334,16,0,18.3
1.43,17.383333333333333,15,0,12.8
1.3,9.433333333333334,20,1,10.3
3.69,13.633333333333333,0,0,14.3
2.3,11.433333333333334,16,0,11.8
2.44,19.133333333333333,11,0,13.8
3.56,27.633333333333333,10,0,24.36
0.9,4.633333333333334,7,0,7.8
0.97,16.766666666666666,11,0,11.8
1.7,11.383333333333333,19,0,14.1
1.14,4.333333333333333,23,0,8.16
0.6,3.216666666666667,14,0,6.1
1.75,25.15,14,0,18.96
1.93,9.466666666666667,19,0,12.36
0.5,5.316666666666666,13,0,5.8
4.1,16.433333333333334,19,1,16.8
0.78,3.55,17,1,5.8
0.9,8.733333333333333,8,0,8.3
2.1,22.766666666666666,15,0,17.05
0.4,5.383333333333334,14,0,5.8
1.32,10.15,9,0,10.56
1.94,9.8,20,0,12.36
1.3,19.0,19,0,17.15
5.5,18.433333333333334,2,0,23.3
0.72,4.55,2,1,7.3
3.94,11.3,6,0,14.3
1.74,28.733333333333334,11,0,17.8
1.5,9.583333333333334,8,0,10.3
1.1,4.4,22,0,6.8
3.14,13.783333333333333,14,0,13.8
2.6,23.9,14,0,19.55
2.4,11.95,21,0,15.35
1.69,8.416666666666666,18,1,10.56
0.97,4.883333333333334,14,0,7.3
1.0,6.233333333333333,10,0,8.8
1.2,10.833333333333334,17,1,9.3
5.7,22.216666666666665,5,0,23.3
0.7,3.1,13,1,6.09
0.88,5.783333333333333,1,1,8.16
1.43,10.2,6,0,11.16
1.88,17.416666666666668,19,0,13.8
1.36,6.966666666666667,13,1,7.8
3.2,20.116666666666667,18,0,18.3
1.52,11.516666666666667,15,0,11.76
0.4,3.716666666666667,19,0,6.3
2.1,18.483333333333334,11,0,16.55
0.5,3.1333333333333333,15,0,4.8
3.79,20.266666666666666,23,1,17.3
1.4,9.166666666666666,1,0,10.3
1.7,17.95,15,0,15.35
0.03,0.2,5,0,3.8
1.1,11.2,11,0,10.8
1.18,10.6,11,0,10.56
0.98,9.983333333333333,15,1,8.3
3.54,16.0,23,1,15.8
2.63,19.65,18,1,18.3
1.0,3.3666666666666667,23,0,7.56
0.5,2.183333333333333,7,0,5.15
0.7,6.066666666666666,20,0,6.8
2.1,16.166666666666668,16,0,13.8
3.07,16.666666666666668,17,0,18.3
2.4,17.466666666666665,10,0,13.8
1.13,3.533333333333333,13,0,5.8
1.7,9.383333333333333,2,0,11.75
3.3,8.716666666666667,12,0,12.3
1.1,6.433333333333334,20,0,8.8
1.25,7.583333333333333,23,0,9.96
2.25,22.3,9,0,16.8
0.6,6.35,17,0,9.12
0.9,8.166666666666666,15,0,10.1
0.61,5.1,16,0,9.49
1.19,11.2,10,0,11.16
1.79,9.033333333333333,22,0,9.8
1.53,5.1,14,0,7.3
2.8,9.783333333333333,4,1,11.8
0.88,9.15,9,0,8.8
2.75,10.633333333333333,2,1,15.38
4.5,18.083333333333332,13,0,22.25
2.0,20.283333333333335,22,0,15.3
1.3,8.916666666666666,22,1,9.3
0.6,5.133333333333334,18,1,5.8
2.61,15.733333333333333,21,0,16.6
0.9,10.316666666666666,14,0,8.8
1.8,16.566666666666666,15,0,13.8
0.9,7.65,20,1,7.8
0.9,3.466666666666667,9,0,6.96
0.9,2.45,7,1,6.36
2.4,15.266666666666667,1,1,14.3
0.6,5.583333333333333,15,1,8.15
2.7,11.2,9,1,11.8
1.58,16.6,9,0,14.3
1.1,6.966666666666667,7,0,8.75
0.23,2.0166666666666666,23,0,4.8
2.1,12.066666666666666,9,0,12.95
1.9,18.35,16,0,17.15
0.8,11.583333333333334,16,0,15.3
0.9,11.95,12,0,10.3
1.54,6.183333333333334,18,0,10.56
0.3,2.533333333333333,16,0,5.9
0.46,5.1,13,0,5.8
1.7,9.233333333333333,14,1,11.16
1.0,16.916666666666668,9,0,12.3
3.7,16.583333333333332,6,0,18.35
1.79,18.133333333333333,17,0,17.16
2.4,10.966666666666667,22,0,13.55
5.5,22.233333333333334,8,0,21.8
0.62,8.483333333333333,13,0,7.3
2.1,15.45,17,0,17.25
1.33,9.483333333333333,0,1,10.56
1.23,6.066666666666666,2,0,9.36
0.9,5.616666666666666,7,0,7.55
0.8,5.266666666666667,14,1,6.3
2.6,10.516666666666667,2,1,11.8
2.0,12.633333333333333,16,0,14.3
0.85,5.666666666666667,16,0,8.76
3.02,14.35,0,0,15.3
2.1,18.85,12,0,13.8
3.1,28.583333333333332,19,1,22.55
4.6,15.85,11,0,20.75
1.22,13.666666666666666,18,0,14.69
2.1,9.933333333333334,15,0,11.85
1.3,8.45,14,1,9.95
1.76,10.983333333333333,23,0,12.36
0.83,5.816666666666666,12,1,6.96
1.8,17.033333333333335,15,0,16.0
2.21,11.433333333333334,11,1,10.8
2.5,16.983333333333334,15,0,16.0
0.8,9.383333333333333,22,1,9.0
0.67,10.1,14,1,10.56
0.61,2.6166666666666667,19,1,5.8
1.71,10.4,10,1,9.3
5.17,15.133333333333333,19,0,19.8
2.68,10.333333333333334,14,1,11.8
0.8,6.7,17,1,6.8
1.1,9.216666666666667,21,0,10.55
1.1,7.683333333333334,19,0,11.4
0.9,6.3,11,1,6.8
0.8,8.3,13,0,9.35
2.48,14.4,12,0,12.8
0.23,1.45,22,1,5.16
0.68,7.666666666666667,9,0,8.76
2.2,7.783333333333333,4,1,10.3
2.6,28.316666666666666,13,1,21.95
0.73,5.55,11,0,7.3
1.22,10.6,19,0,13.39
1.8,5.3,10,1,7.8
2.35,18.233333333333334,9,0,16.56
1.38,7.1,0,1,9.96
0.0,0.1,16,0,4.3
1.5,9.883333333333333,13,1,11.6
1.3,9.65,15,0,10.55
0.9,5.0,7,0,6.3
1.0,8.416666666666666,11,0,8.97
0.5,4.966666666666667,11,1,5.8
1.0,10.85,1,1,9.3
1.4,13.716666666666667,19,1,10.8
3.12,15.633333333333333,19,0,14.3
1.8,11.783333333333333,19,0,11.3
0.96,4.05,13,0,5.8
1.69,12.4,15,1,11.8
0.62,5.783333333333333,12,0,7.0
0.62,7.1,16,1,8.84
1.85,10.933333333333334,21,0,12.36
2.92,19.3,19,0,18.96
0.27,5.266666666666667,10,1,5.8
1.2,12.1,18,1,11.75
1.77,10.35,21,0,10.3
0.58,2.8666666666666667,19,0,6.8
3.3,17.316666666666666,21,0,17.8
1.73,7.616666666666666,8,0,9.96
1.8,11.816666666666666,19,0,13.55
2.4,24.283333333333335,17,0,19.6
3.0,9.533333333333333,22,0,11.8
3.19,22.333333333333332,23,0,17.3
3.07,11.133333333333333,23,0,15.36
2.88,20.616666666666667,20,0,19.56
1.2,7.483333333333333,13,1,7.8
0.9,14.916666666666666,12,0,12.95
0.4,2.6,8,0,6.0
1.06,11.116666666666667,13,0,10.7
1.2,12.25,17,0,10.8
2.4,16.833333333333332,19,0,17.75
0.9,12.916666666666666,10,0,11.27
0.56,7.116666666666666,18,1,8.5
0.94,5.283333333333333,21,0,6.8
1.2,4.033333333333333,7,0,7.0
1.0,3.65,22,1,6.8
0.5,6.75,16,1,8.16
0.74,5.15,11,1,5.8
1.06,8.7,12,0,9.36
2.22,11.35,21,0,13.8
0.44,4.05,1,0,5.8
0.74,5.933333333333334,22,0,6.8
1.3,14.3,12,0,13.0
1.5,9.8,18,0,12.25
0.7,9.433333333333334,11,0,9.35
0.87,5.55,8,0,6.8
3.3,13.55,20,0,15.5
0.6,5.9,7,0,7.0
0.63,6.716666666666667,8,0,8.16
3.14,14.05,6,0,16.56
1.01,5.983333333333333,17,0,9.36
2.08,7.9,18,1,11.76
1.2,12.2,10,0,11.8
1.3,9.3,14,0,10.75
3.99,13.65,10,1,16.3
0.69,3.4,12,1,6.36
4.0,13.45,11,1,17.76
2.71,15.45,21,0,15.3
1.0,19.466666666666665,13,0,12.8
1.53,7.8,2,1,11.62
1.4,11.816666666666666,20,0,12.35
0.6,5.15,19,0,8.16
1.27,10.966666666666667,19,0,12.36
0.4,3.033333333333333,18,1,5.76
1.1,5.266666666666667,8,1,6.8
1.0,5.766666666666667,12,0,6.8
2.18,17.116666666666667,19,0,16.56
2.7,15.45,22,0,16.55
1.11,5.633333333333334,23,0,9.12
1.2,10.116666666666667,16,1,9.8
